key,body,tags,date,watch,answer,chip
13219734418,"彼氏が女友達と2人で旅行に行こうとしていました。彼氏の言い分は正しいのでしょうか。


私には付き合って3年になる1歳年下の彼氏がいます。彼の行っていた高校は家政科があり、そのクラス
はほとんど女子で男子は数名だったそうです。そして高校卒業後、
私と出会うきっかけとなった
専門学校も圧倒的に女子が多い学校でした。
そのため、彼氏には男友達もいますが、女友達の方が多いそうです。

その中で今でも仲の良い女友達と2人きりで
お風呂カフェや、東京観光など(泊まりではなかったらしいです)に行こうとしていました。
行こうとしていた日は彼氏の体調が悪く、その話は一旦なくなったそうですが。。

東京はわかりませんが、お風呂カフェなど、
2人でイチャイチャできるような場所に行こうとしていたと考えると私は泣きそうになりました。いくら仲の良い女友達だからとはいえ、そういう場所に彼女である私よりも女友達と行きたいんだと思うとショックでたまりません。 元々彼氏は複数の女友達に対してボディータッチもかなりしていて、本当はすごく嫌だったけど彼氏が「女友達」と「彼女」ってちゃんと割り切ってるから心配しないで、と言うので私もそういう人なんだと割り切ろうと今まで耐えてきました。

ですが、複数の友達とどこかお出かけするのはまだ許せるにしても、
2人きりでというのが私はすごく嫌です。
ましてやボディータッチを平気でするような彼氏です。私は不安でたまりません。なので、複数はいいけど、 2人きりはやめてくれないかな？と お願いしました。
ですが、 うーーん、と濁されてしまいました。時と場合による。と返事をされてしまいました。
彼の言い分としては、俺はずっと高校から専門学校までまわりにほぼ女子しかいない環境で育ってきてるから、男友達を作ろうとしたけどまわりに女が多かったから必然的に女友達が多くなった。女っていうけどほんとに友達としか見ていない。他の男と一緒にしないでと言われました。彼女は彼女ってちゃんと分けてるから。と

私はそれを言われて、何も言い返せませんでした。 みなさんは彼の言い分が分かりますか？また、彼のように女子が多い環境で学生生活を送られてきた男性の方、
いましたらぜひ回答お願いいたします。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""恋愛相談""]",2020/2/4,47,4,50
14219417564,"漫画喫茶のバイトについて質問なのですが
亜熱帯という漫画喫茶でバイト募集していて、私はまだ診断はされていませんが脳貧血っぽい症状(長時間立つ事によって冷や汗が出てきて目の前が真っ白になって倒れる)なのですが漫画喫茶は 動き回ったりする環境でしょうか？？ 例えばずっとレジなどという立ち仕事は無理なのですが 
色々なことをする職場なら働けると思います。
経験者さまいらっしゃいましたらぜひ教えてください(_ _*))
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/4,21,1,50
10219416755,"子犬のクレートトレーニングについて


まだワクチン完全接種ではないのでお散歩が出来ないのですが
車で動物病院や、電車移動、ちょっとそこまで等で
クレートに入れて移動するときにクレートに入れると
パニックをお起こして吠えまくります。
家では普段クレートには入れないので
閉じ込められた思いとても嫌なんだろうなと思ういますが、
①どのように慣れさすのがいいのでしょうか？
また、我が家のクレートはよくあるプラスチック製のものではなく
②布製の所々メッシュ生地になってるものです。
問題ありませんでしょうか？
③車移動の際のトイレなどはどう躾けられてますか？

経験豊富な皆さん教えてください！
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""ご近所の悩み""]",2020/2/4,12,1,50
10219417230,"RTO後のParking Brakeの適否の判断は何に注意して決めるのでしょうか

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""家族関係の悩み""]",2020/2/4,5,0,50
10219735480,"スニーカーは履けば履くほど汚れたり痛むのは知っていますが履かなすぎてもダメなのでしょうか??
最近少し高いスニーカーを買ったので普段用ではなく遊び行く時用に履こうと思い1ヶ月に1度くらいを目安に履こうと思っているのですが長期間履かないままは良くないのでしょうか??
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/4,6,3,50
14219735519,"会社を当日急に休むってのは上司からするとやはり心証悪いものですか？
ましてこの時期だと人事考課に悪影響及ぼしたりします？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/4,10,3,50
14219735689,"彼氏が一緒に寝ている時必ずと言っていいほど私の股の間に太ももを入れてグッと上に？押してそのまま寝てしまうのですが私からすると恥ずかしい話なのですがそれですこし気持ちいいと思ってしまうのですが
そこからえっちに入る事は無いです。

彼氏は意図的にやっているのか、それともなにも思わずそれをしているのか…。

男目線でこれやったら気持ちいいだろみたいな分かるんですか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,8,2,50
10219735755,"私の友達のAの話なんですが…Aは元から塩対応っていうかなんか、私が話した事に対してよく「あ〜｣って言ったり何も言わずに頷いたりする事が多いんですけど…私が本当に聞いて欲しいこととかを話
している時にずっとそういう対応だとちょっと嫌なんですよね。別にそういう対応がダメっていう
訳では無いんですけど、私も「あー｣
って言ったりする事はあるので。
Aに相談以外の話をする時もそういう反応をする事が多いです。悪い言い方をすれば、私から見たら私の話絶対興味ないだろって思っちゃうんです…
そういう対応じゃない時もありますが、ほとんどがそうだと思います。
でも私はAが話す事に対していつも親身になって聞いてるし、なんか私だけ親身なのがバカみたいだなって思ってきちゃって…私が求め過ぎだとは思うんですけど、どうしたらいいですか？
すごく長文になりました。
すいません。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""友人関係の悩み""]",2020/2/4,1,2,50
10219735840,"恵方巻きはまだ半額で売られてますか？
もう廃棄しましたか？
","[""知恵袋トップ"",""暮らしと生活ガイド"",""ショッピング"",""スーパーマーケット""]",2020/2/4,9,3,50
14219736004,"はしのもち方と同じくらい鉛筆の持ち方は重要ですか？

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""家族関係の悩み""]",2020/2/4,7,2,50
14219736099,"場面緘黙症についてです。
自分は今中学3年生です！

内容は、
昨日から急に人と話せなくなりました。
母や担任の先生とかとなら2人きりでいる時は少し声を出して話せるのですが、
2人きりじゃなくなるとすぐに声が出せなくなります。
話したいのに話せなくて、いざ話そうとすると声が出なくなって声の出し方が分からなくなり、震えてしまい吐きそうになります。


これって場面緘黙症なんですかね、？
もしそうなら急になるものなんですかね…

自分全然分からないので
良ければ教えてください(. .`)!!

(カテゴリ間違ってたらごめんなさい！)
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""学校の悩み""]",2020/2/4,8,1,50
13219736188,"願い事が叶うおまじないや儀式を教えてください。
藁にもすがる思いでこちらの質問をさせていただきます。
普段はオカルトやおまじないは信じませんが、最後の手段として使おうと思います。
","[""知恵袋トップ"",""エンターテインメントと趣味"",""占い、超常現象"",""占い""]",2020/2/4,5,1,50
11219736526,"2月1日に東京に行ってたおばぁちゃんが2月6日にうちに来ると言ってるのですが、コロナウイルス持ってる可能性ありませんか？
僕は学生で2月はテストが3回もあります
これって別の機会に来てもらった方がいいですよね？
ちなみにおばぁちゃんは観光地などは行ってません
","[""知恵袋トップ"",""健康、美容とファッション"",""健康、病気、病院"",""病気、症状""]",2020/2/4,19,4,50
13219419333,"予定聞かれるの嫌い
連絡不精
仕事がとても忙しい
自分のペースが大事
放ったらかし屋さん


こんな彼と一応日々連絡は取ってますが、今日はさすがにイラッとした

いつ会えるかなぁと
、目安だけでもと思って来週再来週はどんな忙しさか程度に聞いたら、予定聞かれるのあんまり好きじゃないとか言われた（笑）
会える日は急に決まるから急に誘うとか言い出して来たので、私にも用事があるから急は無理だからねと言うと、わかってるけど急に誘うよって。
この彼、基本週に2、3しか東京に居ないし、東京に居ても会えない時が多いです。忙しいの知ってるから、予定を確認して会える日とか探したかったのにイライラする。

意味がわからないので、とりあえずこちらから連絡は控えようかなと...。
疲れますよねこういう人。。

それでいて、自分はこういう奴だけど嫌われたくないらしいですよ。
どう接すればいいかわかりません。
向こうから連絡来るまで放っておこうかなと...
どうでしょうか
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,10,2,50
13219736813,"他人に暇つぶしで嫌がらせされてたんですけど、自分も暇だったので嫌がらせがある意味暇つぶしになっていました。先日嫌がらせも収束し、あとはわたしが前を向くだけというところまで来ました。が、唐突に嫌がらせが
終わったのでこころにポッカリ穴が開いたような謎の虚無感に襲われています。人と縁が切れるというのはこういうことなのか、とか、色々考えて憂鬱な気持ちになります。もちろん以前には戻りたくないので、あくまでも前を向くためのアドバイスをいただけないでしょうか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,5,1,50
14219737129,"去年、離婚した元旦那から慰謝料請求をすると言われ続けて3ヶ月近く経つのですが未だに内容証明すら送られてきていません。理由は私が婚姻中に浪費して使ったお金を返して欲しいからだそうです。
慰謝料請求する気がないのに訴えるなど言うと脅迫罪になると聞いたのですがほんとですか？
そして、慰謝料請求されたとしても今私は2歳になる娘を育てていて手取りも9万くらいしかなく支払いなどをしてしまうと必要最低限の生活をするお金しか残らないんですが、慰謝料請求されたらどうしたらいいかアドバイス頂きたいです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,18,2,50
10219737150,"彼氏の借金が増えていました。

付き合って2年半、同棲して1年ぐらいです。
付き合って1年頃に一度、借金が多少あると話は聞いていました。
（50万ぐらい）
が･･･最近またしても、彼氏の借金が発覚しました。多分100万ぐらい？

結婚願望はあまりないのですが
結婚しようと彼の方からアプローチがあり、このままいけばこの人と結婚か～なんて呑気に思っていたところでした。
結婚するならお金貯めようと話をしているときに借金の話をされました。
借金が更に増えていた事、まったく知らず驚きました。
借金があるのに、結婚しようと言ってくる事に正直引きました。。。

それを聞いて結婚する気がなくなり、この先子供ができてしまったら･･･と考えると経済的な面でかなり不安になります。
彼氏は結婚して子供がほしいみたいですが、私には今もところ結婚する意思がないと言う事をはっきり伝えてあります。
子供がほしいなら、違う相手探した方が早いよ。と嫌な言い方になりますが、その事も伝えてあります。

正直言って、このまま結婚しても･･･って感じです。

どうゆう考えで結婚しようと言ったのでしょうか？
一緒に借金返済してくれるかな？と思ったのでしょうか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""恋愛相談""]",2020/2/4,48,9,50
14219737484,"好きになった彼女に名刺を渡そうとしたが・・・
ある店のレジ係の女性と交際したくなった。ぼくは独身だが、彼女も独身か否かは分からなかった。週に4、5回そこで買い物をし、彼女もぼくを知っていた。
彼女に私の名刺を差し出したところ、「それは受け取れませんので・・・」と答えた。
ぼくには大変残念であった。店の方針として、その様に決められているのではないだろうかと思い、数日後、その会社の本社に聞いてみたところ、「店の方針で、その様に決めてあります」との事であった。それならば、受け入れざるを得ないだろう。

しかし、彼女の事は、中々忘れられない。
ぼくはどうすべきか考えた。

① 店の方針なのだから、素直に従う。女は彼女の他に、この世に幾らでもいる。
② そんなに好きであれば、他に方法は無いか良く考えて、努力を続ける。
③ その他

アドバイスを頂ければ幸いです。

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""恋愛相談""]",2020/2/4,21,1,50
14219737499,"真剣交際の定義とは
私は、大学生とお付き合いをしている高校生です。
大阪の改正案を見ました。
18歳未満との交際は真剣交際以外処罰と書いていたんですが、真剣交際ってなんなんでしょうか？
お互いが好きで付き合ってるなら真剣交際と言うんでしょうか？
私たちはもちろん体目的で付き合っているわけではないです。
でも、本人たちがそう言いつつも第三者から見たら必ず疑うと思うんです。
二人でそのことについて話しても定義がわからないよねってなりました。
なので、どう言った定義があるのか気になりました！
私と付き合っていることで彼氏の人生を棒に振るような事は絶対にしたくないです。
ぜひぜひ教えて欲しいです！！！
","[""知恵袋トップ"",""暮らしと生活ガイド"",""法律、消費者問題"",""法律相談""]",2020/2/4,10,1,50
10219737555,"正社員からフリーターになることについて。
僕は高校を卒業し、調理の専門学校に2年通い、今都内のレストランで働いています（会社自体はそこそこ大きい）。
新卒で就職し1年が経ちそうになった今、色々と悩みが出てきました。
会社に人が足りなかったり、会社の人同士の関係が悪かったりで下っ端の僕が人手の足りない店舗にヘルプで飛ばされたりします。
そんな状況で料理長（厳しいですがとてもおいしい料理を作る）も別店舗に行ってしまい、今は学べることも少なく、毎日が消化試合のような感じがしてしまっています。
今は料理が楽しいのかもわからなくなってしまっています。
自分のお店を持ちおいしい料理を振る舞いたいと言う気持ちはあります。
でもいまの職場での料理は楽しくないです。
仕事を辞めたいのですが貯金があまりないので辞めたあとの生活が心配です。
全部自分の甘さだと思っています。
もっと辛い経験をしなきゃなとも思います。
仕事を辞めてすぐバイトをすれば次の月は生きれますか？
仕事を辞めると何か支払わなきゃいけないこととかでてきますか？？
それと仕事を辞めてフリーターになった場合、なんの支払いを自分でしなくてはならなくなるのですか？
年金と国民保険？
教えていただきたいです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""職場の悩み""]",2020/2/4,34,8,50
14219737654,"ラクマについてです。ラクマを使ってないのですが退会したら住所などデータは完全に消えますか？しばらくは残ると思いますか？

","[""知恵袋トップ"",""インターネット、通信"",""オークション、フリマサービス"",""Fril""]",2020/2/4,4,1,50
13219737668,"こんにちは。中二女子です。
私はとある男の先生が好きで、その先生もどうやら私の事お気に入り？なのかしょっちゅうちょっかい出してきて担任や友達から｢本当仲良いよねー｣と言われます

ですが、最近冷たくなった？というかいつも向こうから話しかけてくるのに話しかけてきませんでした。(ちなみに今週入ってからなので2日目です)

先週はいつもみたいにちょっかい出して普段向こうから話しかけてくるんですけど

廊下で会っても話しかけてきませんし、今日別のクラスの友達と昼休み話していて、それに集中して先生が見えず、後ろのドアを私は塞いでる感じになってしまい先生は｢ちょちょ｣と冷たい感じで言って私の肩を押して来ました。

ちょうど先週から風邪ひいていてずっと熱が下がらないと言って(今はもう喉の痛みだけらしいですけど)

風邪引いてるからかなと一瞬思いましたがもしかして嫌われたのかなと思います


先週は普通だったんですけど、急に嫌うことってありますか？

(ちなみに月曜日も火曜日も授業はないです。明日から水木金と3日連続その先生の授業があります)
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""学校の悩み""]",2020/2/4,4,1,50
12219737692,"こんにちは。中二女子です。
私はとある男の先生が好きで、その先生もどうやら私の事お気に入り？なのかしょっちゅうちょっかい出してきて担任や友達から｢本当仲良いよねー｣と言われます

ですが、最近冷たくなった？というかいつも向こうから話しかけてくるのに話しかけてきませんでした。(ちなみに今週入ってからなので2日目です)

先週はいつもみたいにちょっかい出して普段向こうから話しかけてくるんですけど

廊下で会っても話しかけてきませんし、今日別のクラスの友達と昼休み話していて、それに集中して先生が見えず、後ろのドアを私は塞いでる感じになってしまい先生は｢ちょちょ｣と冷たい感じで言って私の肩を押して来ました。

ちょうど先週から風邪ひいていてずっと熱が下がらないと言って(今はもう喉の痛みだけらしいですけど)

風邪引いてるからかなと一瞬思いましたがもしかして嫌われたのかなと思います


先週は普通だったんですけど、急に嫌うことってありますか？

(ちなみに月曜日も火曜日も授業はないです。明日から水木金と3日連続その先生の授業があります)
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""友人関係の悩み""]",2020/2/4,145,6,50
10219737695,"ストーカーされた人と結婚する人はいますか？

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,8,3,50
12219738197,"どうしましょう
これって振られたんだと思いますか？

私は今中学生なんですけど
好きな人に遊びに行こうと誘ったら
2人で？って聞かれたので
誰か誘いたい人いる？って聞いたら
2人の共通で仲のいい男子がいないから厳しいって言われました。

告白はしてないんですけど、
例え友達としてでも私とは遊びたくないってことですか？

私からですがLINE送ると盛り上がったり、
電話に誘われたこともあったのですが、
ただの暇つぶしで友達以下ってことなんでしょうか？

はっきり言って友達以前に嫌われてるということだと思いますか？

なんでもいいので思ったことを回答してくれると嬉しいです
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,12,2,50
13219738303,"豆腐
一般的なスーパーで売られてる豆腐で味、コスパを加味した総合的な基準で皆さんのベスト３教えてください！
いつも３０円くらいで３００グラムの絹豆腐買ってましたが飽きました。
ためしに半額になってた１５
０円の豆腐食べたら別にって感じで、豆腐たくさんあるので片っ端から試すのは尻込みです。お願いします。
","[""知恵袋トップ"",""暮らしと生活ガイド"",""ショッピング"",""スーパーマーケット""]",2020/2/4,9,2,50
12219738722,"女性に質問です。

自分のラインのホーム画面について、男性から急にラインが来たら気持ち悪いですか？
話のきっかけにしたいのですが、そんなとこまで見てるのかと思われないか心配です。
アーティストの画像だったら「このアーティスト好きなの？」
とかです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""友人関係の悩み""]",2020/2/4,14,1,50
11219422121,"加茂野駅近くの賃貸アパートの一室 ２０代夫婦と子供暮らしてる 彼ら毎日真夜中起きてる 子供（３，４歳くらい）もだよ 午前２時、３時、４時当たり前 何とかならないの 近所迷惑だよ 誰か対策法教えてクレー

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""ご近所の悩み""]",2020/2/4,12,1,50
14219421099,"現在アウディA84Hの前期型に乗っているのですが372psの馬力を上げて加速を速くしたいのですが、あまりお金をかけずにあげる方法はありますか？
また、スーチャーを後付けで付けたとしたらおおよそ幾らくらいかかりますか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""家族関係の悩み""]",2020/2/4,5,0,50
14219739154,"片想いの恋愛相談です。

私は20代で、職場が同じ二つ下の後輩に片想いをしています。
彼とはよくご飯に行ったり飲みに行ったりするのですが、いつも私が誘っていて向こうから誘われたことは
ないです。
ただ、LINEでも直接でも誘ったら快くOKしてくれます。
お互いタメ口で話しているというのもあるのかもしれませんが、食事は常に割り勘です。

ご飯の後は、終電がない時間だと、家の近くまで一緒に歩いて私を送ってくれますが、それは女性だからかなとも思っています。

2人で話すときは割と仲良く笑顔でお互い話していて笑いも絶えない感じなので、先輩だから気を遣われている、という訳ではなさそうなのですが、
何回も飲みに行っても全く進展がないので脈なしかな、とも思っています。
私自身割と姉御肌なところがあり、守りたくなるような女の子像とは程遠い感じで、やはりそういう女性は恋愛対象には入りにくいのかな、とかも考えてしまいます。

私から告白しようかなとも思いますが、振られた時に仕事場で気まずくなるのが嫌で踏み出せません。

皆さんのご意見をお聞きしたいです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""恋愛相談""]",2020/2/4,21,4,50
11219739316,"春を感じるのはどんな時ですか・・・？

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,16,7,50
14219739369,"ここ２、３年でSixTONESがでた大手音楽番組を教えてください！
ジャニーズ
ジュニア
ストーンズ
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,5,0,50
13219739593,"眼科で気持ち悪いと患者に言われました。顔は普通です。色が男なのに白くてきめが細かいと言われます。小さいときは女みたいと言われました。苦しくて仕方ありません。メンタルクリニックに行っても治りません。
どうすればいいでしょうか
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""家族関係の悩み""]",2020/2/4,9,2,50
13219739738,"障害者(?)の兄がデキ婚してしまいました。

9歳上の兄が居ます。ちゃんとした検査等をしていないので断定は出来ないのですが、恐らく知的障害か精神疾患を患っていると思います。

根拠
・
子供の頃から母への執着と妹(私)への妬みが尋常ではなかった
・自分が正しいと思い込むと周りが見えなくなる

昔から、兄が居ないときに私と母が一緒に出かけると(学校の用事や病院などでも)私に激しい嫉妬をしてきました。母の前では大人しいのですが、私と二人きりになると豹変して、あの日は何処に行ったんだ何をしてたんだ何であんなに時間がかかったんだ…、と答える間もなく詰問してきたり、帰り際に母と買い物をした時には買い物袋を見た途端に目つきが変わって私の首を絞めてきたりもしました。
ある時は母がコンビニから帰ってきて、「お釣りが少なかった気がする」と呟いた瞬間にどこかに出かけていき、どこに行ったのだろうと思っていたらそのコンビニで金を返せと大騒ぎしていたこともあります。

母に兄を専門の病院へ連れていくべきだと訴えたこともありますが、兄は学校のテストでは良い点を取っていたことと母の前では本当に品行方正にしていた為「お兄ちゃんが病気なはずがない」と全く聞き入れませんでした。
幸い兄は高卒で就職して家を出たのでそこまで被害は無く平穏だったのですが、先日母から「兄が仕事先の人と結婚する」と連絡が来ました。驚いて詳しく聞くと、もう相手の女性のお腹には子供が居るそうで…。
母は孫が出来ると喜んでいますが、私は相手の方と生まれてくる子供が心配で仕方ありません。9歳下の妹の首を躊躇なく痕が残るほど絞めてきた兄なら、夜泣きでうるさくする子供の首も絞めて殺してしまうのではないかと思ってしまいます。

今までは兄の他害行動は私だけに向いていましたが、それが子供や奥さんに向く危険はあるでしょうか？私も家を出て遠方にいる為まだ兄の結婚相手の方には会ったことはありませんが、その気になればその方とSNSで連絡をとれます。かなり怪しまれるでしょうが、一応の注意喚起だけでもするべきでしょうか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""家族関係の悩み""]",2020/2/4,26,2,50
13219739758,"高3のクラスはどうなると予想している？

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""学校の悩み""]",2020/2/4,0,2,50
12219739967,"息子の好きな女子(仮にＡちゃんとします。)のお母さんと交流があるのですが
先日、ウチの息子と娘がＡちゃんのお宅に遊びに行きました。
その時Ａちゃんのカバンをお下がりで頂きました。
さ
らに…Ａちゃんの出生体重で作ったバースデーベアも貰ってきたのです！！
驚いて電話すると「もういらないから処分しようと思っていたら娘ちゃんが<可愛いクマさん>と言ってくれたので<いる？>と聞いたら<いる！>と言ったのであげる」と…
大切な物だから貰えないと言ったのですが「大丈夫！」と言われ結局返せませんでした…
それならコッソリ処分してもいいかなって思ったのですが
たまにウチに遊びに来て「あ！飾ってくれてるんだ～」ってわざわざ見つけて来るので処分出来ません…
どうしたら良いでしょうか？アドバイスください
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""友人関係の悩み""]",2020/2/4,2,0,50
14219739969,"東北に住んでおります。
旦那24歳 
妻27歳
子供なし
世帯手取り33万 ボーナスなし 
後に子供1人希望
住宅ローン 月々8.5万円（固定資産税分で＋1万）は厳しいと思いますか？


現在、
世帯手取り30万円 ボーナスなし
駐車場込み家賃6.9万円で
貯金も毎月5〜6万円できています。
ギリギリ扶養勤務をしておりましたが、
もっと貯金したいので 扶養を外れることにしました。税金を差し引いて、今までより月3万円は最低でも増えることになりました。

子供はいずれ1人は欲しいです。
旦那は勤務年数1.5年。この短期間でお給料1万上がっています。ボーナスありませんが、年に10万円 大入り というものがもらえるくらいなので あてにしておらず、家計の計算には入れていません。ボーナスがないのはかなり痛いところではありますが、旦那のやりたい仕事であり、都内ではとても有名な不動産会社です。営業部だとボーナスはありますが、旦那は営業部ではなく 新しくできたばかりの部なのでのちにボーナスがでる確率は高いです。←期待しないようにはしているので こちらも家計の計算には入れてません…

みなさんの一例も是非参考にしたいです。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""家族関係の悩み""]",2020/2/4,97,7,50
12219740022,"友達をラインで追加して挨拶したら返ってきたのですが、何か返した方が良いですか？

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,5,1,50
13219740633,"男性にお聞きします。
自分のことを好きな女性って気になりますか？
ついみてしまいますか？

好きな人がいますが、すごくモテるタイプです。
私とは付き合う前みたいな状態ですが、彼を好きな女性が帰る時などちらっとみていたりします。

こうゆうことをする人は単に女好きですか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み""]",2020/2/4,4,0,50
13219740793,"カラスと友達になりたいですか？

","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""生き方、人生相談"",""シニアライフ、シルバーライフ""]",2020/2/4,53,13,50
12219740852,"隣人トラブルについて。
日曜日の夜中に此方は寝てたのですが何故か二階の人が勝手に切れてうちのドアをめちゃくちゃ強く蹴りながらふざけんな！殺してやるから出てこい！ってやられました。う
ちの場合ははぁ？めちゃくちゃ寝てたけども！って言って警察を呼びました。そしたら警察が来て対応してくれました。そこまでは良いのですが管理会社に言ってもその人を追い出そうとはしません。未だにいるので声や音がすると体が拒否してきてます。こういう場合は裁けるのでしょうか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""ご近所の悩み""]",2020/2/4,34,1,50
14219740879,"【コイン50枚】ネットビジネスを自宅でされている方（アフィリエイターなど）にお聞きします。
近所付き合いなどどうしていますか？

個人的にネットビジネスで食っていますが、新しく引っ越しした賃貸一軒家で、周辺の住民から「あることないこと」噂され、挨拶してもガン見され、「引きこもり、精神病？親のすねかじり？」など家の前の道でおばさんがニタニタ笑いながら話すのを何度も耳にします。

引っ越し当初から町内会長を名乗る女（年下の若い女）から玄関先で根掘り葉掘り個人情報を聞かれたのですが、個人情報なので答えなかったところ、「敵」と見なされ、喧嘩腰の応対。

気分が悪くなったので、以後、イベントなどには一切出ていません。

町内会費は前払いしています。

また、いちいち「仕事しているのだ」等の「言い訳」や肩書き・ネットビジネス業務内容を説明する事も面倒です。

不動産屋にも事情を相談しましたが、
「賃貸物件なので町内会費だけ払えば、関与しなくても良い」との返答。

山奥の田舎のために、周辺住民（ほとんどが老人）はネットビジネスなどの存在を知らない感じです。

適当にあしらっておけば良いのでしょうが、今日は家の前で大声で「頭おかしいんじゃないの」「また部屋にいる」等聞えてきたので、窓を開けたところ、ニタニタ笑いしながらババア二人が去っていきました。

写真撮影しようかと思いましたが・・・。

いかがでしょうか？

自宅でネットを使って生計を立てている方、どう思われますか？

ちなみにこちらは50代男性、一軒家にて独身・独居で生活中、午前は資料収集などで外出、午後は自宅で仕事です。年収は手取り６００万ほど。
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""ご近所の悩み""]",2020/2/4,5,0,50
11219740911,"中学校の教員で
高校の教員免許持ってない科目の先生技術の先生
以外にいますか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""学校の悩み""]",2020/2/4,12,3,50
13219740933,"高校について質問です

今中学3年の妹が八王子拓真高校の受験なのですが何故か弟が受験辞めろ！とか言っているのですがそんなに八王子拓真高校って危なげない学校なのでしょうか？

ちなみ
に弟はチャレンジ枠(中学の時に不登校だったので)で妹は一般入試で1部を受ける予定です。

チャレンジ枠と一般入試で入った人も同じクラブなのでしょうか？
","[""知恵袋トップ"",""生き方と恋愛、人間関係の悩み"",""恋愛相談、人間関係の悩み"",""学校の悩み""]",2020/2/4,10,1,50
