key,title,body,tags,date,watch,answer,thanks,kininaru
3515693,２歳の子供の嘔吐について・・・,"２歳の娘が、今朝９時、１０時頃２回嘔吐しました。
元気よく、下痢も無いですし、発熱もありませんでした。
一応小児科に行きましたが、
「胃腸風邪かな～？様子を見ましょうか」
で、投薬も無しでした。
昼食もま～いつも程度食べました。
昼間元気に過ごしていました。
若干いつもより元気が無い感じがした夕食後に、また１度嘔吐しました。
シャワー程度で洗い流し、寝かせようとしましたら、いつもは抱っこでは寝ないのに、ぐったりした感じで腕の中で寝ました。
そして、寝室で寝かした瞬間に、昼・夜食と飲んでいた飲料水をひどく嘔吐しました。
現在夜１０時ですが、体温も異常ありません。
様子は元気がないように感じます。
下痢もありませんでした。

胃腸風邪、ウィルス性で、嘔吐のみ、下痢・発熱無しはよくある事でしょうか？
心配です。
安静にさせ、明日また小児科に行くつもりですが・・・
皆さんの育児経験から、同じような経験ありましたら、
・どの程度でよくなったか？
・嘔吐のみで終わるウィルス性・非ウィルス性はあったか？診断名はなんだったのか？
もしよければ是非アドバイスお願いします。
小児科にかかれば診断はあると思いますが、聴診器を当てて心音、呼吸音、腹腔内音を聞いて、「胃腸風邪でしょうね」で終わりそうで・・・
信じていないわけではないのですが、やはり皆さんの経験でどんなケースがあったかを教えていただけないかと思い質問させていただきました。
是非アドバイスよろしくお願いします。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""育児""]",2007/11/13 22:24,0,ベストアンサー,5,0
3777042,人を馬鹿にする・コケにする人の心理。,"人を馬鹿にする・中傷したりする人の心理を教えてさい。

どういった願望・衝動が人をそうさせるのでしょうか？","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""その他(恋愛・人生相談)""]",2008/02/15 02:19,2,ベストアンサー,6,0
4181633,妊娠８ヶ月の胎動,"こんばんは、妊娠２９週に入りました。
質問なのですが、よくネットや本でお腹の赤ちゃんのカカトがボコッと出た！とか、指までわかった！とか、
肋骨を蹴られてうずくまってしまったとか載ってるのですが、だいたい何ヶ月でしょうか？
体型や胎児によって胎動の感じ方が違うというのはわかってるのですが、妊娠８ヶ月が最も胎動が激しい
と書かれたのを読んで、私はもうそのような胎動は味わえないのかな～と思って。。。（＾＾；
ある人のサイトにはお腹から出た赤ちゃんのカカトをつかんだら赤ちゃんがびっくりして引っ込めた！なんてのもありました。
私の胎動はお腹の中でボコッとか、表面がグニョ～と波打つぐらいです。
私もカカトを触ってみたいなぁ～と思って質問させていただきました。
経験者の方の胎動のお話聞かせてください♪","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2008/07/16 19:59,0,ベストアンサー,4,0
4200552,ケンカ中に夫に言葉の暴力⇒夫に首をしめられました。,"私は夫と子供(1歳1ヶ月）を養っています。
夫は自営(飲食店）ですが、始めて1年利益がない状態です。
私は会社勤め、家事、育児、できる限り夫の店の手伝いをして今の生活を支えているつもりです。

先日、月に一度だけ実家に帰るという約束を破った、連絡が取れないと怒鳴られたので、夫も家に毎月約束した金額を入れると言ってたが、それができずにいるので「約束を守っていないのは一緒」というと「お前は金のことしか言わない汚いやつだ、夢がない」と言われたので、いけないと分かっていながら「養ってやってるのに」といったら首をしめられ、顔を殴られまた。その後怖くて話せない状況をみて「わざとらしい」と体を何度もゆすられしまいに、「子供を連れて出て行く」というので、警察に電話をしました。
今までも、言動や態度が悪いと度々両頬を手でつかまれたり、みぞうちを殴られたり、顔を殴られたり、年に数えるくらいですが、自分のプライドを傷つけられるような言葉にカーッとなり、手が出ます。最近では、顔もまともに見るのがこわく、顔色をうかがって生活しています。
離婚も考えていますが、「養ってやっている」といってしまった私にも責任はあるのでしょうか？言葉の暴力ですよね？

夫は、気に入らない言動や態度をとると手を上げるのは、暴力ではなく愛のムチだといいます。
これからも、やめる気はない。それは愛のムチであって、暴力ではないと。
子供の教育もそれは同じで、3回言うことを聞かないと手を上げるつもりだ。
自分で痛みを味わってこそ、相手にやさしくなれる、痛みのわかる人間になるといいます。私には全く理解できません。

また夫は私を好き勝手ばかりやっているといいますが、私は、フルタイム勤務、育児、家事をやりながら、夫の店の経理全般、週末の店の手伝い、日曜日は、まとめ家事と夫と店の買い物などに追われています。月3回の土曜の15時までと祝日が子供と過ごせる大切な時間です。私の気分転換にもなるので、できれば実家に少し顔をだせたら・・と思いますがゆるしてはもらえません。（月1回はOK）夫は、日曜日だけが休みですが、自分で決めた自分の商売。好きなことをやっているのは夫では？と思ってしまいます。夫の納得がいくまで、商売をやらせてあげよう、と思っていましがたが度重なる「好き勝手ばかりやっている」という言葉や暴力にとても疲れてしまいました。反面、離婚を考えている、そんな自分に罪悪感を感じてしまいます。わがままで好き勝手やっていると皆様もお思いですか？よろしくお願いします。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""夫婦・家族""]",2008/07/24 14:00,0,ベストアンサー,28,0
236381,妊娠の兆候について教えて下さい。,"既に質問にもありますが、色々な経験を教えて頂きたいので、ご回答よろしくお願い致します。

妊娠の兆候ですが、どのくらいの時期からどのような感じでありましたか？教えて下さい。

私は28日周期で、最終月経が2/24からありました。性交は3/10にあり射精しています。多分排卵日あたりだと思うのですが、現在下腹部に違和感があります。ただ、そんなに早くから感覚があるとも思えないので、気にしすぎかとも思うのですが、どうなのでしょうか？
よろしくお願い致します。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2002/03/16 22:45,0,ベストアンサー,5,0
253241,不倫て恋愛ですか？,"不倫の悩みって、恋愛の悩みでしょうか？
どうも腑に落ちません。
どなたか意見を聞かせてください。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2002/04/15 15:35,0,ベストアンサー,14,0
440641,想像妊娠の可能性,"最終生理が１１月２０日からはじまってから生理がこないため、先月末ころに検査薬を使ったところ陽性がでました。
先週土曜に産婦人科にいったところ、まだ超音波でもなにもみえないからといわれました。（また１０日後に検査にいきますが）

最終生理日から数えると７週目あたりだと思いますが
そのころにはもうみえると本などには書いてありました。
今まで生理が遅れたことはほとんどありませんが、
生理がない以外には妊娠の兆候がありません。

これって想像妊娠というものでしょうか？","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2003/01/08 22:36,230,0,0,4
496742,子供モデルについて,"先日、街中で１歳半の子供と買い物をしていたところ、
子供モデルのプロモーション会社の方からスカウトされました。
登録費用、レッスン料などはかからないけれど、
登録時に写真撮影・カタログ作成費５万ほどかかるとのことです。
しかも子役のオーディションは倍率が高いので、
登録したとしてもすぐ仕事があると言う訳ではないそうです。
私はステージママになるつもりはないのですが、
子供がＮＨＫの「いないいないばぁ」などの番組が大好きなので、
もし出るチャンスがあるのなら、と考えてもいます。
しかし、こういうプロモーション会社を信用していいものか、
判断もつきかねます。何か情報があったら教えて下さい。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2003/03/13 08:51,1,ベストアンサー,7,0
675944,テルロン錠について,8月の末からテルロン錠を1日一回飲んでいます。昨日クリアブルーという検査薬使ってみたら陽性反応が出ました。ほかのだと反応今にも消えそうなくらいの線しか出ないんですがこれでも妊娠してるんでしょうか？それとテルロン錠の薬まだ飲んでるんですが大丈夫なんでしょうか?わかる方教えてください。,"[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2003/10/10 09:57,0,ベストアンサー,2,0
994733,妊娠初期の腹痛,昨日病院で妊娠は確認されました。ただ早すぎて一週間後でないと正常妊娠かとうかわかりません（当たり前ですが）生理痛のような痛みがずっとではないのですがあります。これは特に気にする必要はないのでしょうか？,"[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2004/09/09 10:38,0,ベストアンサー,3,0
1740659,急ぎです！！結婚式の振袖,"近々、友人の結婚式があります。

母が成人式の時に来た振袖を着なよ！！と押してきます。

私は２０代前半なので、振袖着るのは良いんですが今の時代振袖をきて結婚式に行く人っているんですか？？","[""OKWAVE"",""人間関係・人生相談"",""結婚"",""結婚式・披露宴""]",2005/10/28 01:16,0,ベストアンサー,13,0
2121098,心拍確認後の流産の可能性は？？,"妊娠が発覚してからというもの、こちらのみなさまには
ほんとうにお世話になっております。
先日、「妊娠初期の悩みきいてください」という風なタイトルでも
質問させていただきましたが、
７週２日にてようやく胎芽、心拍ともに確認ができました。
先生に、「少しは安心してもいいのですよね？？」と伺ったところ、
「まぁ７０～８０％は大丈夫でしょう」ということでした。
それまではなかなか胎芽も見えず不安な毎日でしたので、
その日の夜は本当に嬉しく、両親にも超音波写真を見せたりしていたのですが、
次の日の夜にお風呂から上がった直後、横になったとたん
今までにないような下腹部の「つる」ような感じの痛みが１０秒ほど続きました。
その２日後、起き抜けに急に立ち上がったせいか、
またもやズキッと下腹部痛が・・・。思わず「いたっ」といってしまったくらいです。
今までにない痛みを感じ、一難去ってまた一難、といった感じなのですが・・。
先輩のみなさま、このような経験はおありでしょうか？？
またこれらの症状は、「もしかしたら流産の兆候？」と
考えられるものでしょうか？？

ちなみに現在の私の状況、体調としまして、
・仕事はパン屋で現場は常に底冷えし、立ち仕事＆軽い力仕事（９～１０時間）。
　（肌着などで一応保温はしておりますが）
・妊娠前からかなりの便秘症で、１週間出ないこともザラ。
・お腹が張ることが多い（それが便秘のせいかはわかりませんが）ので薬を処方されています。
他の方々の質問や回答でも、「心拍確認して安心していましたが・・」という
ものが多い気がしてしまい、気が気ではありません。
どうかみなさまよろしくおねがいします。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2006/04/29 15:36,0,ベストアンサー,3,0
2494898,息子の反抗期,"息子(中三)の反抗期が激しすぎると思うんですが、反抗期が二、三年続いて困っています。
受験と言うこともわかるのですが親に対して「うるせぇ」と言い放ち、家の壁を殴ったりと散々です。
いつも叱っているのですが理解が出来ないみたいで、すごく不安です。
親としてどうすればいいでしょうか?","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2006/10/24 20:07,2,ベストアンサー,12,0
2776289,生理前の胸の張り。妊娠した場合は？,"　こちらで何度かお世話になっております。
不妊の主婦です。

私は生理の丁度1週間前（排卵の1週間後）から必ず胸が張ります。
それも痛くて気持ち悪くなる位です。
胸は小さいほうなので、これだけ胸が張ると吐きそうになったりします。
排卵後の黄体ホルモンの影響とかＰＭＣの症状なのかなと思ってます。

そこで知りたい事があるのですが、
排卵後1週間以上経過して無事着床した場合、
同じように胸は張るのでしょうか。
よく、「いつもの生理前の胸の張りがなかったからおかしいなと思ったら妊娠してた」
というのを何かで読んだことあります。

妊娠経験のある方に聞きたいのですが妊娠した周期は生理前の胸の張りはどうでしたか？
やっぱりなかったのでしょうか。

頑張った排卵日の1週間後にいつもの胸の張りがきてしまったら受精・着床してないって事でしょうか。

ご存知の方教えてください。。。
ちなみに今日は高温期7日目（排卵後1週間）なんですがいつもと同じく胸が張ってます。
今週期も撃沈なのでしょうか（泣）","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2007/02/23 01:05,1,ベストアンサー,4,0
2930480,微熱が続いています：妊娠の可能性!?,"今までにない症状なので、心配になり書き込みさせていただきました。
お恥ずかしながら最近になり基礎体温を勉強し始めたところで、
具体的なデータがないので、皆様のご意見をお聞かせいただけると
幸いです。

■前回の生理　3/24
■周期　25～28日　　※ほぼ正確です。ここ4か月ぐらいは25日周期
■推定排卵日　4/3～4/7
■性交　4/6、4/14
■次回生理予定日　4/18～21の間
■最近の兆候
　・4/12～微熱が続いています。（現在まで7日間続いています）
　・36.80～37.40ぐらいまで、いったりきたりしています。
　・体がだるく、眠い。
　・喉の痛み、咳、くしゃみ、鼻水などは全くありません。

今日あたりから生理がくるはずなのですが、
平熱は36.3ぐらいで、微熱は今までにほとんどなかったので
ちょっと心配にしています。
生理がくるかこないかで、また違ってくるかと思うのですが、
現状は何とも微妙なところで、病院に行くのも
内科にしようか？婦人科がいいのか？で迷ってしまって。。。

皆様のアドバイスをいただけますと幸いです。
ちなみに、3月に結婚したばかりですが、妊娠はwelcomeです！

よろしくお願いします。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2007/04/18 12:35,234,0,0,5
2960851,天理教の彼に振られた本当の理由…,"私は１年半以上、天理教信者の元彼を引きずっています。

半年くらい前、彼から手紙が届きました。その内容は「別れた本当の理由」についてでした。

「別れる少し前に、車を当て逃げされたとき、教会の人に彼女と別れなさいって言われた。何となく言われるような気がしてたんんだけど何で？ってやっぱり思いました。その人が言うには“お互いの身が持たないよ”って言われて、お互いっていうか、（私の）身が持たなくなるなら別れた方がいいと思って別れました。教会で（私の）話はほとんどしてない中で徐々にギクシャクしてきた二人の関係を図星で言われてショックで…省略…それでも好きだからって気持ちで一年間縛り付けていてごめんなさい。もう（私の）前には現れないから。生まれ変わったら次は必ず一緒になりたいです。」
というような内容でした。

約一年半前。ケンカ（彼からの暴力暴言）や束縛が激しくなって、私自身もヒステリックにお互いがどうにも身動きがとれなくなっていました。ケンカの延長でもう無理だと言われ、天理教信者だった彼はマーチングもやっていたので土日も練習で会えなくなって忙しいから。と、言われて振られたのですが、その後も関係は続き現在に至ります。変わったのは「彼女じゃない」というカタチだけ。
クリスマスも誕生日も一緒にいるのに、なんで付き合ってくれないの？と不安やら混乱した日々でした。
「好きだけど今は無理」と言われた理由がやっとわかりました。

私は、天理教信者じゃありませんが、天理教の考え方には納得いくものも多く、今回このように言われてしまっても嫌いになりませんでした。

ただ、この手紙をもらって、天理教での
交通事故を恋愛の状況を表すこと。
因縁の話。
少し元彼から聞きました。でもはっきりとはやはり伝え辛そうで、納得できるような説明をしてはくれませんでした。

私は元彼に悪い因縁を与えてしまう人間なんでしょうか。確かに１年半前は非常に最悪な関係性にあったとは思いますが、今はお互いの大切さや反省の点をお互いが理解しあえているのですが…

この話をどう捉えてゆけばいいのかわかりません。

ましてやお互い好き同士なのに。
好きだからこそ元彼を諦めなければいけないのか、本当に葛藤です。ぶつけようのない不安や悲しみばかり募ります。

はっきり、私とは幸せになれないとか言われた方がよかったのかもしれません。

どうか天理教関係者の方、そうでない方も助言をお願いします！
はっきりと申して頂いて結構です。
諦めなければならない相手なのでしょうか。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2007/04/29 23:18,236,0,0,4
3411668,結婚しているかたでセックスレスのかた、どうしてセックスレスになりましたか？,"今、私の知り合いに3人の（3組の）セックスレスの夫婦がいます。
一組は40歳代で、もう二組は50歳代（一組は子供無し）です。
40歳代の人は10年以上、50歳代の夫婦は20年以上セックスレスだそうです。
二組の夫婦は子供が出来てからセックスレスになったと言ってました。
セックスレスになったご夫婦は、どんなきっかけで、いつからそうなったのですか？
そのことについて、ご夫婦で話し合われたことはありますか？
セックスレスのままでも良いと思いますか？
そしてセックスレスだったのが、またセックスをするようになったご夫婦はいらっしゃいますか？","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""夫婦・家族""]",2007/10/08 15:22,237,0,0,2
3586020,夫にセックスがないのなら他人としていいかと聞きました。,"結婚して二年、同棲して三年になります。
私は３１歳、夫は３９歳、結婚直前辺りから夫から求めてくる事が無くなり、私から誘わなければセックスは無い状態でした。

今は１カ月に一回あれば良い方で私から誘わなければ半年、一年はないと思います。

夫がセックスを求めなくなり二年の間初めは喧嘩をしてました。
セックスを求めてキレられた事もあります。
「疲れてるんだ！！！」と。
求めて断られる事もストレスだけど、断る事もストレスだと思い誘わずに我慢していたらセックスは殆どなくなりました。
自分の性欲は自分で処理する方法も覚えました。
それでもやはり隣に好きな人が寝ているとしたくなる。
でも、求める事で喧嘩になったり夫婦仲が悪くなるのは嫌だと思ったので夫に。
「セックスを求めて断られる事にも疲れたし、あなたも断る事に疲れたでしょ？
我慢する為にオナニーも覚えた、でも隣に好きな人が寝ているとしたくなる、そうするとまた喧嘩になるからこれからは別々に寝たい」
と全て正直に言いました。

初め夫は別に寝ることに反対しましたが、私の気持ちを分かってもらい別に寝るようになりました。

二週間ほど過ぎた頃別に寝ることで会話が無くなり何とも言えない気まずい空気が夫婦の間に流れるようになりました。
これが本当に正しい方法なのか？
と思い、夫ともう一度話し合いをしました。
そしたら夫は「ごめんね、これからは夫婦でセックスを楽しめるようにならないとね」と言ってくれその時やっと二年間のセックスレスが終わるんだと思ったのですが。

その後、全く状況は変わらず。
求めても断る夫。
求めてこない夫、何も変化はありませんでした。

夫に期待することに疲れました。
夫は恐らく私を女として見ることが出来ないのだと思います。
それなのに求められ、喧嘩ばかりじゃお互いに疲れてしまう。
二人の間に改善方法が見つからない。

私は夫が好きだし、一生懸命仕事をしてくれる所を尊敬しているし、一緒に遊びに行ったり、飲みに行ったり楽しく過ごすことが好きです。
ただ、男として女として満たし合うことが出来ない。

だったら、私の性欲だけ違う男の人に満たしてもらおうと思う事は決して正しい方法ではないと思います。
それに、私がしたい相手は夫であって他の男の人ではない。
分かっているのだけど、どうして良いのか分からない。
女として、このままセックスのないまま生きて行くのかと思うととても切ないです。

昨日、思い切って夫に言いました。
「このままセックスの無い生活を送っていると、もしかして私はきっかけがあれば浮気をしてしまうかもしれない、あなたにセックスを求めてもう喧嘩もしたくない。
だったら性欲だけ外で満たしてきてもいいですか？」
と
夫は黙ってました。
すぐに回答は出来ないだろうと思い、答えが見つかったらその時言ってね」
と言い、また普通の生活に戻りました。

どうすれば良いのか分からない。
決して正しい方法ではないことは分かってます。

気持ちが麻痺して冷静に状況を考えられなくなっている気がします。
一連のこの状況を読んでどう思われますか？
ご意見お願いします。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""夫婦・家族""]",2007/12/10 09:54,8,ベストアンサー,13,0
3623710,結婚破談・サイコパス・自己愛性人格障害,"29歳女性です。2年間つきあって５ヶ月前に結婚破談になりました。彼との出会いが強烈すぎてその後遺症がひどいです。とても複雑な状況なので、どなたが私と同じような経験やあるいは人格障害の知識のある方に回答いただければと思います。

彼はいわゆる大物という感じの人で、人並みはずれた魅力をもっていました。私はそれまでも何人もおつきあいしてきましたが、自分から好きになってつきあうことはなかったのです。彼とは出会った瞬間に運命を感じました。彼もやっと探していた人に出会えたといい、すぐにプロポーズされ、２人で結婚に向けておつきあいしていました。

でも口でいうことと行動は違うことが多く、自己中、嘘、女関係にだらしないなどがいつも気になっていました。それがよくある嘘とか浮気ではなく、普通の人とは何かが違いました。本人も嘘を言っていることに気づいてないときが多いのですが、つじつまが合わないころばかりでした。

私も普通の男の人なら１度嘘をつかれただけで、もうさめてしまうような正義感の強いタイプなのに、この人に関しては全てを許してしまいました。

いろいろありましたが、彼の提案するとおりに、私は勤めていた有名企業も同僚にも祝福されて寿退職し、結納もすみ、婚姻届にも記入し、全て順調に準備が進んでいましたが、入籍当日になっていきなりやっぱり延期しようといいました。まだ前の離婚のトラウマ（10年前）が残っていてそれが吹っ切れていないことに気づいたというのです。

それまでも何度もドタキャンされたり嘘をつかれてきました。最後に信じて延期した約束の期日まで待ちましたが、やっぱり結婚に踏み切れないといわれ、私も仕事も辞めてしまい、今回結婚しないなら、もう信じて続けていけないと彼に伝え、破談になりました。

その後２週間後くらいに、彼が遊び相手といっていた女性から私にメールが届いて、彼と結婚予定だからもう関わらないでくれいうものでした。その時は身体中が震えてしまうくらいショックで食事ものどを通らず１週間くらい寝込んでしまいました。

ところがその女性と結婚するのかと思いきや、それも違っていたようで、先月彼がまた別な女性と婚約していて、親に挨拶に行ったと友達に言っていたようですが、結局それもなくなったようです。

その間にも彼から２回ほど連絡があり、時間があれば会おうといわれましたが、彼のことがこわくなってしまい会うことを断ってしまいました。

母は彼にも会っていますし、一連のことを知っていますが、彼は誰とも結婚はしないだろうと。人間の顔をしているけど、得体がしれない、人といっしょに生活できる人ではない、結婚しなくてよかったと、これ以上関わったら身を滅ぼすといいます。

どうして結婚する気がないのに、プロポーズしたり、涼しい顔で親に挨拶に行ったりできるのか不思議でしかたないです。

何とかこの気持ち悪い状態を解消したいといろいろな本を読んでいるうちにサイコパスとか人格障害などに辿り着きました。

サイコパスについての説明のようなものがあるので参照していただければと思います。彼の言動全てが当てはまりました。自己愛性人格障害の項目もほとんどあてはまります。

　
　
　
私は良心が全くない人がいることがどうしても信じられないのですが、どの文献を読んでもそのようなことが書いてあるので、そうなんだろうなと自分に言い聞かせています。

ですが、彼ほど私の心を惹きつける人はいない、もう少し私が頑張れはうまくいったのかもしれないと、どうしても思ってしまうのと、でも彼との結婚生活は無理だという矛盾した気持ちの中てとても悶々とした日々を送っています。

食事を作って身の回りのことをして子供を生んで、一生ともにしていきたいと思えたただ１人の人でした。彼も子どものこと、老後まで見据えた話をよくしてくれていました。

破談になり、彼が異常な人格だとわかってからは、ここまで強烈な人じゃないと好きになれないんだという自分の気持ちに対しても大きな失意を感じています。

とても複雑な相手で複雑な状況なので、経験や理解のある方からあたたかいご意見や励ましの言葉をいただければと思います。同じような体験をされた方や、そこから立ち直って今は幸せに暮らしているという方がいらっしゃれば幸いです。","[""OKWAVE"",""人間関係・人生相談"",""結婚"",""その他(結婚)""]",2007/12/24 14:29,16,ベストアンサー,21,0
3635582,子供と一緒に寝てる夫婦。セックスはいつ、どこで？,３３歳主婦です。旦那は４２歳。うちは二人目妊娠以降２年セックスレスです。私はセックスレスを解消したいのですが、子供を挟んで寝ているので寝室ではできず、別室に布団をしかなければいけない状況です。淡白な旦那からの誘いは期待できません。まずは、この状況の打破と、きっかけ作りです。皆さんは、どんなきっかけで、月どれくらいエッチしてますか？また、子供と一緒に寝ている場合、どこでエッチしてますか？子供が起きてきたり、気になりませんか？教えてください。よろしくお願いします。,"[""OKWAVE"",""人間関係・人生相談"",""結婚"",""その他(結婚)""]",2007/12/29 10:20,0,ベストアンサー,6,0
451456,妊娠中の体重管理,"雑誌など見ると臨月で5キロ増だったとかとても優秀な妊婦さんがいらっしゃいますよね。体質もあると思うのですが
体重管理を成功させた方どうやったのか教えてください。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2003/01/21 18:07,0,ベストアンサー,6,0
594741,女の子の名前,"女の子を出産予定です。名前を本やサイトを参考に探しているのですがなかなか「これ！」という名前にめぐり合いません。皆さんが日頃出合った良い名を教えてください。
ちなみに私が求めている感じは可愛くてちょっとめずらしくて、でも読みやすくて…といったところです。
宜しくお願いします。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2003/07/07 10:47,261,0,2,31
772658,お祝い返しについて,"式は挙げていないのですが親戚や会社の方々から結婚祝いを頂きました.
お祝い返しを考えているのですが、どのような物が良いのでしょうか？また金額はどの位でしょうか？(貰った物の半分と聞きますが)
みなさんは、どうされましたか？回答お願いいたします.","[""OKWAVE"",""人間関係・人生相談"",""結婚"",""その他(結婚)""]",2004/02/07 12:23,0,ベストアンサー,3,0
1192617,小児精神科の広汎性発達障害の診断,"２歳７ヶ月の娘が先日小児精神科で広汎性発達障害と診断されました。医師は娘の遊ぶ様子と私（母親）の話から診断されました。脳波の検査や発達のテストなどを想像していましたが、広汎性発達障害とは３歳前にこれだけで診断出来るものなのでしょうか？
それと広汎性発達障害についてですが、「人の気持ちを汲み取ったり周囲の状況を判断する力が自閉症ほどではないが、健常の子よりも弱い」「自閉症と健常の子との境は比較的はっきりしているが、広汎性発達障害と健常の子との境は非常に曖昧」という説明を医師から受けました。
その時はショックで何も言えなかったのですが、今考えるとよく解らない説明で・・。私は自閉症と広汎性発達障害は同じもの（総称）だと思っていたので？？？です。実際にはどうなのでしょうか？
ちなみに複数の専門家（心理士）には「自閉症ではないと思うけどグレーゾーンですね」「２歳なら個性の範囲だけど・・」とか「個性なのか軽い自閉症なのか解らない」と言われています。
娘はマイペースで人懐っこい性格です。言葉は自分の名前と年齢は言えます。３語文で話しますが、自分の要求と独り言が多いです。コミュニケーションは「（おやつなど）ママ、いっしょにたべよう」「ほん、よんで」「どらえもん、うたってほしい」などと自分から言います。オモチャなどを見せに来たり、ままごとを一緒にしたり。アニメソングが流れると「ママ、たって」と一緒に踊るように促します。ひょうきんな子なのでカゴを頭に被って「ママ～、ロボット」などと笑わせてくれたりもします。家族は診断に半信半疑です。
セカンドオピニョンを聞く為に来月小児神経内科を受診予定です。医師の広汎性発達障害と自閉症は違うような説明と３歳前での診断に疑問を持ちました（以前からネットなどで調べていたものとは違うようなので）。詳しい方や経験者の方がおられましたらぜひ、ご意見お聞かせ下さい。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2005/01/30 03:25,1,ベストアンサー,5,0
1262510,同和地区の逆差別（結婚差別）について教えてください,"結婚を考えている人がいるんですが、彼が同和地区出身かも知れません。
正直、私は同和（被差別部落）についてはあまり知識がありません。ですから彼の生まれは気にしていないのですが、彼のご両親のほうが私との結婚を反対しているようなんです。同和地区の者は同じ同和の者と結婚するべきだ、ということなんでしょうか。
私は部落については、小学校の時に同和教育として学んだことしかありませんので、彼のご両親の考えが全く理解できません。ただ、私の両親に何気なく「私が同和の人と結婚したいといったらどうする？」と聞いたところ、「どうしてもというのなら私たちと縁を切って嫁にいけと言う」と言われました。意外な言葉にショックを受け、改めてこの差別について考えています。
同和問題というのは現代でも根強く残っているのでしょうか？どうして差別・逆差別によって結婚を反対されなければならないのでしょう。１人で考えても堂々巡りでただ辛い日々です。
どなたか何かご意見・体験をお聞かせください。","[""OKWAVE"",""人間関係・人生相談"",""恋愛・人生相談"",""恋愛相談""]",2005/03/11 02:40,4,ベストアンサー,16,0
1616133,妊娠の可能性、検査薬はいつから？教えて下さい！,"妊娠を希望してます。
最終生理開始日は8月5日です。
周期は30日で、排卵は19日か20日だと思います。
基礎体温と排卵検査薬を使い調べました。
今日で高温期10日目です。

今日のお昼くらいから気分が悪く、胃がムカムカ、
なんとなくしんどい、普段この時期には出ないのに、おりものが今日は多いです。

もし、妊娠の可能性があるにしても、
まだ検査薬は早すぎますし、こんな時期からつわりなんてないですよね？
おりものも多いので、やっぱり体の疲れの可能性のほうが高いですか？

早い時期からつわりがあった人の意見や、
妊娠検査薬はいつから使えばいいのか？意見を聞かせてください！宜しくお願いします。","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2005/08/30 22:30,0,ベストアンサー,7,0
1825289,自然妊娠と人工授精、妊娠の確率どれくらい違いますか？,"一人目の子は人工授精で授かりました。
二人目が早く欲しいのですが、私が黄体機能不全で、
無排卵なこともあってか、先生に人工授精を
すすめられました。
主人はなるべく自然妊娠を希望しているようですが、
私は妊娠できればまた人工授精でもいいと思っています。
そこで主人を説得（？）するためにお聞きしたのですが、タイミング妊娠法と、人工授精はどのくらい
妊娠の確率が違うのでしょうか？","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2005/12/07 17:24,0,ベストアンサー,2,0
2057650,妊娠検査薬,"こんにちは。
妊娠検査薬(尿をかけてしらべるタイプ)で陽性がでたらまず妊娠と考えてよいですか。
妊娠もしていないのに陽性が間違えで出ることなどありえますか?","[""OKWAVE"",""人間関係・人生相談"",""妊娠・出産・育児"",""妊娠""]",2006/03/28 21:40,0,ベストアンサー,1,0
